anime_id,title,type,source,status,rating,score,rank,popularity,genre
201,Video Girl Ai,OVA,Manga,Finished Airing,R+ - Mild Nudity,7.28,2511,2879,"Comedy, Drama, Ecchi, Romance"
202,Wolf&#039;s Rain,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.9,709,359,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi"
203,Words Worth,OVA,Visual novel,Finished Airing,Rx - Hentai,6.86,0,4555,"Adventure, Demons, Fantasy, Hentai, Magic"
204,Yumeria,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.21,6741,2576,"Action, Comedy, Ecchi, Harem, Super Power"
205,Samurai Champloo,TV,Original,Finished Airing,R - 17+ (violence & profanity),8.5,105,67,"Action, Adventure, Comedy, Historical, Samurai, Shounen"
206,Lodoss-tou Senki: Eiyuu Kishi Den,TV,Novel,Finished Airing,PG-13 - Teens 13 or older,7.22,2728,2727,"Action, Adventure, Drama, Magic, Romance, Fantasy"
207,Lodoss-tou Senki,OVA,Novel,Finished Airing,R - 17+ (violence & profanity),7.52,1576,1899,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural"
208,R.O.D OVA,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.75,1000,1590,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi"
209,R.O.D the TV,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.61,1339,1471,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power"
210,Ranma ½,TV,Manga,Finished Airing,R+ - Mild Nudity,7.85,802,623,"Slice of Life, Comedy, Martial Arts, Fantasy"
211,Pure Mail,OVA,Visual novel,Finished Airing,Rx - Hentai,6.34,0,6500,Hentai
212,Project A-Ko,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,6.99,3613,3654,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power"
213,Pia Carrot e Youkoso!!,OVA,Unknown,Finished Airing,Rx - Hentai,6.14,0,6466,"Comedy, Romance, Hentai"
214,Pia Carrot e Youkoso!! 2,OVA,Unknown,Finished Airing,Rx - Hentai,6.31,0,7272,"Comedy, Romance, Hentai"
215,Pia Carrot e Youkoso!! 2 DX,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.46,5774,7308,"Comedy, Romance"
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Movie,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6,7356,6794,"Comedy, Romance"
217,Shin Angel,OVA,Unknown,Finished Airing,Rx - Hentai,6.39,0,7130,"Comedy, Drama, Hentai, Romance"
218,Kidou Senkan Nadesico,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.58,1405,1960,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space"
219,Kidou Senkan Nadesico: The Prince of Darkness,Movie,Original,Finished Airing,R - 17+ (violence & profanity),6.86,4070,3525,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space"
220,Kuro no Danshou,OVA,Unknown,Finished Airing,Rx - Hentai,5.95,0,7234,"Hentai, Horror"
221,Mezzo Forte,OVA,Original,Finished Airing,Rx - Hentai,6.72,0,2820,"Action, Comedy, Hentai, Sci-Fi"
222,Mezzo DSA,TV,Original,Finished Airing,R+ - Mild Nudity,6.75,4537,3233,"Action, Adventure, Comedy, Mystery, Sci-Fi"
223,Dragon Ball,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.15,369,99,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
225,Dragon Ball GT,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.67,4883,204,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power"
226,Elfen Lied,TV,Manga,Finished Airing,R+ - Mild Nudity,7.75,982,16,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen"
227,FLCL,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,8.07,460,117,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha"
228,Jigoku Shoujo,TV,Original,Finished Airing,R - 17+ (violence & profanity),7.75,992,334,"Mystery, Horror, Psychological, Supernatural"
229,Ninin ga Shinobuden,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7,3572,2301,"Comedy, Parody, Martial Arts"
230,Air Master,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.1,3192,2288,"Action, Comedy, Martial Arts, Seinen"
231,Asagiri no Miko,TV,Manga,Finished Airing,PG - Children,6.26,6539,4703,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural"
232,Cardcaptor Sakura,TV,Manga,Finished Airing,PG - Children,8.21,297,292,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
233,Daa! Daa! Daa!,TV,Manga,Finished Airing,G - All Ages,7.78,919,3045,"Comedy, Sci-Fi, Shoujo"
234,Dan Doh!!,TV,Manga,Finished Airing,G - All Ages,6.76,4487,6147,"Adventure, Sports, Shounen"
235,Detective Conan,TV,Manga,Currently Airing,PG-13 - Teens 13 or older,8.25,272,515,"Adventure, Mystery, Comedy, Police, Shounen"
236,E&#039;s Otherwise,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.71,4700,3310,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural"
237,Eureka Seven,TV,Original,Finished Airing,PG-13 - Teens 13 or older,8.15,370,203,"Sci-Fi, Adventure, Drama, Romance, Mecha"
238,Rekka no Honoo,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.42,1948,1730,"Action, Adventure, Martial Arts, Shounen, Super Power"
239,Gankutsuou,TV,Novel,Finished Airing,R - 17+ (violence & profanity),8.21,303,634,"Drama, Mystery, Sci-Fi, Supernatural, Thriller"
240,Genshiken,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.72,1059,700,"Slice of Life, Comedy, Parody"
241,Girls Bravo: First Season,TV,Manga,Finished Airing,R+ - Mild Nudity,6.61,5155,871,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
242,Gokusen,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.47,1725,2282,"Slice of Life, Comedy, Drama, School, Josei"
243,Gravitation,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.2,2811,1047,"Comedy, Music, Romance, Shoujo, Shounen Ai"
244,Agatha Christie no Meitantei Poirot to Marple,TV,Novel,Finished Airing,G - All Ages,6.94,3761,4944,"Historical, Mystery"
245,Great Teacher Onizuka,TV,Manga,Finished Airing,R - 17+ (violence & profanity),8.74,37,146,"Comedy, Drama, School, Shounen, Slice of Life"
246,Groove Adventure Rave,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.4,2013,1203,"Adventure, Comedy, Fantasy, Romance, Shounen"
247,Harukanaru Toki no Naka de: Hachiyou Shou,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.14,3040,2884,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo"
248,Ichigo 100%,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.78,4401,1066,"Comedy, Ecchi, Harem, Romance, Shounen"
249,InuYasha,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.9,697,141,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
250,Konjiki no Gash Bell!!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.64,1252,1191,"Adventure, Comedy, Supernatural, Magic, Shounen"
251,Kyou kara Maou!,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.84,814,1182,"Adventure, Comedy, Demons, Fantasy, Shoujo"
252,Madlax,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.14,3047,2134,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen"
253,Jungle wa Itsumo Hare nochi Guu,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.93,641,2359,"Slice of Life, Comedy, School"
254,Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.91,679,3729,"Comedy, Slice of Life"
255,Jungle wa Itsumo Hare nochi Guu Final,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.74,1018,3993,"Slice of Life, Comedy"
256,Hoshi no Koe,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,7.4,2024,828,"Sci-Fi, Space, Drama, Romance, Mecha"
257,Ikkitousen,TV,Manga,Finished Airing,R+ - Mild Nudity,6.57,5332,832,"Ecchi, Super Power, Martial Arts, School"
258,Hitsuji no Uta,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),6.37,6121,3401,"Horror, Drama, Vampire"
259,Happy☆Lesson,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.72,4661,3867,"Comedy, Harem, Romance, School"
260,Happy☆Lesson (TV),TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.77,4450,2694,"Comedy, Drama, Harem, Romance, Slice of Life"
261,Happy☆Lesson: Advance,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.93,3811,3509,"Comedy, Harem, Romance, Slice of Life"
262,Happy☆Lesson: The Final,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.92,3839,4233,"Comedy, Harem, Romance, School"
263,Hajime no Ippo,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.8,28,313,"Comedy, Sports, Drama, Shounen"
264,Hajime no Ippo: Champion Road,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,8.37,183,1262,"Comedy, Shounen, Sports"
265,Hajime no Ippo: Mashiba vs. Kimura,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,8.27,264,1472,"Comedy, Shounen, Sports"
266,Gunparade March: Arata Naru Kougunka,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.9,3913,3471,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life"
267,Gungrave,TV,Game,Finished Airing,R - 17+ (violence & profanity),7.94,629,726,"Action, Drama, Sci-Fi, Seinen, Super Power"
268,Golden Boy,OVA,Manga,Finished Airing,R+ - Mild Nudity,8.04,502,518,"Adventure, Comedy, Ecchi"
269,Bleach,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.9,693,18,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
270,Hellsing,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.6,1349,125,"Action, Horror, Supernatural, Vampire, Seinen"
271,Gad Guard,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.77,4444,3726,"Sci-Fi, Adventure, Mecha, Shounen"
272,Noir,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.38,2122,1067,"Action, Mystery, Drama"
273,Mahoutsukai ni Taisetsu na Koto,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.83,4196,2810,"Slice of Life, Drama, Magic, Shounen"
274,Kiddy Grade,TV,Original,Finished Airing,R+ - Mild Nudity,7.28,2492,1947,"Action, Sci-Fi, Super Power, Ecchi, Mecha"
275,Love♥Love?,TV,Original,Finished Airing,R+ - Mild Nudity,6,7352,2915,"Ecchi, Comedy, Harem, Romance"
276,Mahoromatic: Automatic Maiden,TV,Manga,Finished Airing,R+ - Mild Nudity,7.26,2577,1710,"Comedy, Ecchi, Military, Romance, Sci-Fi"
277,Mahoromatic 2,TV,Manga,Finished Airing,R+ - Mild Nudity,7.25,2620,2398,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi"
278,Viewtiful Joe,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.86,4092,4242,"Action, Sci-Fi, Comedy, Shounen"
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,TV,Novel,Finished Airing,R - 17+ (violence & profanity),7.23,2683,2390,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural"
280,Animal Yokochou,TV,Manga,Finished Airing,G - All Ages,7.01,3520,7129,"Adventure, Comedy, Fantasy, Shoujo"
281,Akane Maniax,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,5.79,7815,3054,"Comedy, Mecha, Romance"
282,Angel Heart,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.35,2223,3477,"Action, Mystery, Drama, Romance, Seinen"
283,Akage no Anne,TV,Novel,Finished Airing,G - All Ages,7.76,957,3224,"Slice of Life, Historical, Drama"
284,Area 88 (TV),TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.11,3147,3823,"Action, Drama, Military, Romance, Shounen"
285,Argento Soma,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.88,3986,2950,"Action, Adventure, Drama, Mecha, Military, Sci-Fi"
286,B&#039;T X,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.14,3027,4259,"Adventure, Mecha, Sci-Fi, Shounen"
287,Grappler Baki (TV),TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.42,1932,2053,"Action, Sports, Martial Arts, Shounen"
288,Bakuten Shoot Beyblade,TV,Manga,Finished Airing,PG - Children,6.8,4303,1303,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen"
289,Comic Party,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.65,4956,3132,"Comedy, Drama"
290,Seikai no Monshou,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.79,909,2031,"Action, Military, Sci-Fi, Space, Romance"
291,D.C.S.S: Da Capo Second Season,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.1,3196,2294,"Comedy, Harem, Romance, Supernatural, Drama"
292,Dear Boys,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.95,3733,3084,"Drama, Shounen, Sports"
293,Di Gi Charat,TV,Original,Finished Airing,G - All Ages,6.82,4232,3218,"Comedy, Fantasy, Sci-Fi"
294,Divergence Eve,TV,Original,Finished Airing,R+ - Mild Nudity,6.02,7302,3868,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space"
295,Divergence Eve 2: Misaki Chronicles,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.36,6153,4739,"Adventure, Drama, Mecha, Military, Sci-Fi, Space"
296,Dragon Drive,TV,Manga,Finished Airing,PG - Children,6.83,4182,2927,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen"
297,Grenadier: Hohoemi no Senshi,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.8,4314,1719,"Action, Ecchi, Adventure, Comedy, Shounen"
298,.hack//Tasogare no Udewa Densetsu,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.7,4739,1474,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen"
299,.hack//Liminality,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,6.69,4780,2261,"Game, Mystery, Sci-Fi"
300,3x3 Eyes,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),6.91,3864,2784,"Action, Demons, Fantasy, Horror, Romance"
301,Cinderella Boy,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.35,6178,5250,"Action, Adventure, Mystery, Comedy, Seinen"
302,Mirai Shounen Conan,TV,Novel,Finished Airing,PG-13 - Teens 13 or older,8.13,404,2531,"Adventure, Drama, Sci-Fi"
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,TV,4-koma manga,Finished Airing,G - All Ages,7.01,3519,2841,"Comedy, Magic, Supernatural"
304,Aa! Megami-sama! Movie,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.63,1263,2007,"Comedy, Magic, Romance, Seinen, Supernatural"
305,Abashiri Ikka,OVA,Manga,Finished Airing,R+ - Mild Nudity,5.55,8270,6351,"Action, Comedy, Shounen"
306,Abenobashi Mahou☆Shoutengai,TV,Original,Finished Airing,R+ - Mild Nudity,7.35,2214,1398,"Comedy, Parody, Ecchi, Fantasy"
307,Kerokko Demetan,TV,Unknown,Finished Airing,PG - Children,6.02,7306,9033,"Kids, Fantasy, Comedy"
308,Zettai Shounen,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.01,3552,3249,"Fantasy, Drama, Mystery, Sci-Fi, Shounen"
309,Akahori Gedou Hour Rabuge,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.24,6605,5378,"Comedy, Magic, Parody"
310,"Chiisana Obake Acchi, Kocchi, Socchi",TV,Picture book,Finished Airing,G - All Ages,6.15,6925,7653,"Comedy, Supernatural"
311,Ace wo Nerae!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.04,3399,4646,"Sports, Drama, Romance, School, Shoujo"
312,Ace wo Nerae!: Final Stage,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.51,5539,8351,"Action, Drama, Sports"
313,Ace wo Nerae! (1979),Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.88,3978,6785,"Sports, Drama, Romance, School, Shoujo"
314,Ace wo Nerae! 2,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.76,4477,7933,"Drama, Shoujo, Sports"
315,Xiao Qian,Movie,Unknown,Finished Airing,PG - Children,6.69,4824,6699,"Action, Drama, Fantasy, Romance"
316,Nageki no Kenkou Yuuryouji,OVA,Unknown,Finished Airing,Rx - Hentai,6.33,0,5737,"Comedy, Hentai, Yuri"
317,Final Fantasy VII: Advent Children,Movie,Game,Finished Airing,PG-13 - Teens 13 or older,7.88,733,500,"Action, Super Power, Fantasy"
318,Hand Maid May,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.82,4235,2617,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
319,Happy World!,OVA,Unknown,Finished Airing,R+ - Mild Nudity,6.08,7142,4960,"Ecchi, Fantasy, Comedy, Romance"
320,A Kite,OVA,Original,Finished Airing,Rx - Hentai,6.66,0,1946,"Action, Hentai, Police, Drama"
321,Najica Dengeki Sakusen,TV,Original,Finished Airing,R+ - Mild Nudity,6.06,7217,3556,"Action, Ecchi, Comedy, Sci-Fi"
322,Paradise Kiss,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.9,703,822,"Slice of Life, Comedy, Drama, Romance, Josei"
323,Mousou Dairinin,TV,Original,Finished Airing,R+ - Mild Nudity,7.73,1047,419,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller"
324,Kidou Keisatsu Patlabor: On Television,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.77,945,2629,"Sci-Fi, Comedy, Police, Mecha"
325,Peach Girl,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.13,3094,1362,"Slice of Life, Drama, Romance, Shoujo"
326,Petshop of Horrors,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.36,2198,1804,"Horror, Josei, Mystery, Supernatural"
327,Puchi Pri*Yucie,TV,Original,Finished Airing,G - All Ages,7.52,1584,3762,"Comedy, Magic, Fantasy, Shoujo"
328,Piano,TV,Original,Finished Airing,G - All Ages,6.07,7181,4375,"Music, Slice of Life, Drama, Romance, Shoujo"
329,Planetes,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.36,190,599,"Drama, Romance, Sci-Fi, Seinen, Space"
330,Midori no Hibi,TV,Manga,Finished Airing,R+ - Mild Nudity,7.39,2077,801,"Comedy, Drama, Romance, Ecchi, Shounen"
331,Mahoujin Guruguru,TV,Manga,Finished Airing,G - All Ages,7.73,1044,4353,"Adventure, Comedy, Magic, Fantasy, Shounen"
332,Dokidoki♡Densetsu: Mahoujin Guruguru,TV,Manga,Finished Airing,G - All Ages,7.38,2105,6366,"Adventure, Comedy, Magic, Fantasy, Shounen"
333,Mama wa Shougaku 4 Nensei,TV,Original,Finished Airing,PG - Children,7.27,2531,6317,"Comedy, Drama, Sci-Fi"
334,Marmalade Boy,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.62,1304,2102,"Comedy, Drama, Romance, Shoujo"
335,Matantei Loki Ragnarok,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.39,2073,2173,"Comedy, Magic, Mystery, Shounen, Supernatural"
336,Ginyuu Mokushiroku Meine Liebe,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.5,5600,3631,"Fantasy, Shoujo"
337,Psychic Academy,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.32,6324,3910,"Comedy, Romance, Supernatural"
338,Versailles no Bara,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.38,180,1664,"Military, Historical, Drama, Romance, Shoujo"
339,Serial Experiments Lain,TV,Original,Finished Airing,R - 17+ (violence & profanity),8,560,224,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural"
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.65,1227,2929,"Action, Historical, Martial Arts, Samurai, Shounen"
341,Spiral: Suiri no Kizuna,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.35,2258,1760,"Drama, Mystery, Shounen"
342,Starship Operators,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.05,3387,3491,"Drama, Military, Sci-Fi, Space"
343,Tsukuyomi: Moon Phase,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.1,3218,1475,"Comedy, Romance, Vampire, Fantasy, Seinen"
344,Futatsu no Spica,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.45,1805,4274,"Sci-Fi, Supernatural, Drama, School"
345,Eikoku Koi Monogatari Emma,TV,Manga,Finished Airing,G - All Ages,7.77,938,2078,"Slice of Life, Historical, Drama, Romance, Seinen"
346,W: Wish,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.27,6532,3440,"Drama, Harem, Romance, School, Slice of Life"
347,Wild Arms: Twilight Venom,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.72,4681,4717,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy"
348,Binzume Yousei,TV,Original,Finished Airing,G - All Ages,6.52,5505,3175,"Comedy, Fantasy, Magic, Slice of Life"
349,Magical Canan,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.34,6231,5613,"Supernatural, Drama, Magic, Fantasy"
350,Ojamajo Doremi,TV,Original,Finished Airing,G - All Ages,7.2,2819,2296,"Comedy, Magic"
351,Ojamajo Doremi Sharp,TV,Original,Finished Airing,G - All Ages,7.35,2248,3606,"Comedy, Magic, Shoujo"
352,Motto! Ojamajo Doremi,TV,Unknown,Finished Airing,G - All Ages,7.32,2352,3501,"Magic, Fantasy, Comedy, Shoujo"
353,Ojamajo Doremi Dokkaan!,TV,Unknown,Finished Airing,G - All Ages,7.56,1467,4014,"Comedy, Magic, Shoujo"
354,UG☆Ultimate Girls,TV,Unknown,Finished Airing,R+ - Mild Nudity,5.68,8044,4344,"Comedy, Ecchi, Magic, Sci-Fi"
355,Shakugan no Shana,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.66,1207,144,"Action, Drama, Fantasy, Romance, School, Supernatural"
356,Fate/stay night,TV,Visual novel,Finished Airing,R - 17+ (violence & profanity),7.52,1570,82,"Action, Supernatural, Magic, Romance, Fantasy"
357,Bokusatsu Tenshi Dokuro-chan,OVA,Light novel,Finished Airing,R - 17+ (violence & profanity),6.75,4520,607,"Comedy, Ecchi, Magic"
358,"Iriya no Sora, UFO no Natsu",OVA,Light novel,Finished Airing,R+ - Mild Nudity,7.07,3305,2641,"Sci-Fi, Drama, Romance"
359,I&#039;ll/CKBC,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.42,5919,5375,"Action, Sports, School, Shounen"
360,Himiko-den,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.32,6311,5199,"Adventure, Supernatural, Drama, Fantasy"
361,Memories Off,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.03,7285,4895,"Romance, Drama"
362,Memories Off 2nd,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.42,5928,5932,"Romance, Drama"
